Column1;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
2889;Male;0;Yes;Yes;58;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;No;One year;No;Mailed check;500;291985;No
2890;Female;1;Yes;Yes;47;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);7055;330925;Yes
2891;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;797;797;Yes
2892;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2045;2045;No
2893;Male;0;No;No;22;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;590;12547;Yes
2894;Female;0;No;No;48;Yes;No;DSL;Yes;No;Yes;Yes;No;No;One year;Yes;Credit card (automatic);6035;28964;Yes
2895;Female;0;Yes;No;37;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);1985;7175;No
2896;Male;0;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;1995;2538;No
2897;Male;0;No;No;43;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2645;111005;No
2898;Female;0;No;No;6;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;634;3488;No
2899;Male;0;No;No;71;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);5395;388865;No
2900;Female;1;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;6925;6925;Yes
2901;Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Two year;Yes;Electronic check;951;684315;No
2902;Female;1;No;No;6;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;741;4509;No
2903;Male;0;Yes;Yes;12;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;355;43225;No
2904;Male;0;No;No;25;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;7095;176735;Yes
2905;Female;0;Yes;No;21;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;One year;No;Electronic check;792;174245;No
2906;Female;0;Yes;Yes;6;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;488;29735;No
2907;Male;0;Yes;No;20;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;890;182045;Yes
2908;Male;0;Yes;No;18;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;994;174295;Yes
2909;Female;0;No;No;43;Yes;No;DSL;No;Yes;No;Yes;No;No;One year;No;Electronic check;5545;244425;No
2910;Female;0;Yes;Yes;35;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);254;9498;No
2911;Female;0;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);735;735;Yes
2912;Male;1;Yes;No;32;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;935;29708;No
2913;Male;0;No;No;52;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);639;333495;No
2914;Male;0;No;No;32;Yes;No;DSL;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);6485;201095;No
2915;Female;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);638;46843;No
2916;Male;0;No;No;51;No;No phone service;DSL;Yes;No;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);4445;218155;No
2917;Male;0;Yes;Yes;68;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);1995;130325;No
2918;Male;1;Yes;No;8;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Mailed check;4335;3714;No
2919;Male;0;Yes;No;49;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Two year;No;Credit card (automatic);4965;24099;No
2920;Female;0;Yes;No;72;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;851;61554;No
2921;Male;0;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;955;8291;Yes
2922;Female;0;Yes;No;28;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;9235;26029;Yes
2923;Male;0;No;No;54;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;No;Mailed check;898;46670;No
2924;Male;0;No;No;11;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7455;82475;Yes
2925;Female;0;Yes;Yes;50;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;No;Mailed check;10305;51535;No
2926;Female;0;Yes;No;69;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1160;818285;No
2927;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;699;699;No
2928;Male;0;Yes;Yes;68;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;Two year;No;Bank transfer (automatic);951;66834;No
2929;Male;0;No;Yes;40;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;One year;No;Mailed check;4025;156405;No
2930;Male;0;Yes;Yes;31;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2575;7556;No
2931;Female;1;No;Yes;33;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10535;346505;No
2932;Male;1;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;1136;62927;No
2933;Male;0;Yes;Yes;68;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);240;16643;No
2934;Female;0;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);194;1981;No
2935;Male;0;Yes;No;71;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);861;60459;No
2936;Male;0;No;No;40;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Mailed check;10265;410815;No
2937;Female;0;Yes;Yes;64;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;One year;Yes;Electronic check;9285;598075;No
2938;Male;0;Yes;No;53;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;One year;No;Bank transfer (automatic);9775;50432;No
2939;Male;1;No;No;12;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;838;102975;Yes
2940;Male;1;No;No;53;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;5445;285455;Yes
2941;Male;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);9795;711425;No
2942;Male;0;No;No;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;1995;90705;No
2943;Male;0;No;No;40;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;246;97395;No
2944;Male;0;No;No;12;No;No phone service;DSL;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);5095;60575;No
2945;Male;0;No;No;9;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;756;66155;No
2946;Female;0;Yes;Yes;51;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;8075;41169;No
2947;Male;0;Yes;Yes;49;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);904;449465;No
2948;Male;1;Yes;No;41;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;998;42593;Yes
2949;Female;0;No;No;56;Yes;No;DSL;Yes;No;Yes;Yes;No;No;One year;Yes;Credit card (automatic);6025;328275;No
2950;Male;0;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;202;557;No
2951;Male;0;Yes;No;20;Yes;No;DSL;Yes;No;No;Yes;No;Yes;One year;Yes;Mailed check;6415;127445;No
2952;Female;0;Yes;Yes;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);2025;49395;No
2953;Female;0;Yes;Yes;20;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10585;223965;Yes
2954;Female;0;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;7545;48075;Yes
2955;Male;0;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9385;6356;Yes
2956;Male;0;No;No;51;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;990;503815;No
2957;Female;0;No;No;4;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;803;3242;No
2958;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);1955;1955;No
2959;Male;0;Yes;Yes;27;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;Month-to-month;No;Electronic check;10075;279355;No
2960;Male;0;No;No;22;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;10075;20950;Yes
2961;Male;0;No;No;12;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;5375;64865;No
2962;Female;0;Yes;Yes;3;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;310;9505;Yes
2963;Female;0;Yes;Yes;34;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);256;91715;No
2964;Male;0;Yes;No;24;Yes;Yes;DSL;Yes;No;No;Yes;No;No;One year;Yes;Electronic check;5835;13469;No
2965;Male;0;No;No;51;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic);800;424235;Yes
2966;Female;1;No;No;14;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;4635;6727;No
2967;Male;0;Yes;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;11375;656125;No
2968;Male;0;No;No;3;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;No;Electronic check;904;26845;No
2969;Female;0;Yes;Yes;65;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Electronic check;1093;733755;No
2970;Male;1;No;No;5;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7025;3319;Yes
2971;Female;0;Yes;Yes;59;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);903;519405;No
2972;Male;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);6525;447885;No
2973;Female;0;Yes;Yes;62;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10015;62833;Yes
2974;Male;0;No;No;28;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);945;26594;Yes
2975;Male;0;No;No;3;Yes;No;DSL;No;No;No;Yes;No;Yes;Month-to-month;No;Mailed check;6065;1969;No
2976;Male;0;No;Yes;19;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);241;4392;No
2977;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;195;195;No
2978;Male;0;No;No;24;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;8595;210715;No
2979;Male;1;No;No;57;Yes;No;DSL;No;No;Yes;Yes;No;No;One year;Yes;Electronic check;535;30358;No
2980;Female;0;No;No;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2545;186645;No
2981;Male;0;No;No;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);205;143095;No
2982;Male;0;Yes;Yes;52;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);2085;10716;No
2983;Male;0;Yes;Yes;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);899;645715;No
2984;Female;0;Yes;No;26;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;260;68405;No
2985;Female;0;No;No;35;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;1132;391405;No
2986;Female;0;Yes;Yes;55;Yes;No;Fiber optic;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);6905;38426;No
2987;Female;0;Yes;Yes;33;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;201;67035;No
2988;Male;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;10965;788025;No
2989;Male;0;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;192;192;No
2990;Male;0;No;No;10;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;339;29845;Yes
2991;Female;1;Yes;No;37;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;No;Electronic check;900;337175;No
2992;Male;0;No;No;12;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;340;44245;No
2993;Male;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;204;204;No
2994;Male;0;Yes;No;62;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Credit card (automatic);386;234555;No
2995;Female;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);2525;2525;No
2996;Female;0;No;No;18;Yes;Yes;DSL;Yes;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;606;115635;No
2997;Male;1;Yes;No;69;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;8995;614315;Yes
2998;Male;0;No;No;2;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7475;1448;No
2999;Male;0;Yes;Yes;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;206;41495;No
3000;Male;0;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8445;105955;Yes
3001;Male;0;No;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;204;1818;No
3002;Male;0;No;No;27;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;817;221255;No
3003;Male;0;No;Yes;27;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;795;218055;Yes
3004;Male;0;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;8915;8915;Yes
3005;Female;1;No;No;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;203;45995;No
3006;Male;1;No;No;14;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7495;103675;Yes
3007;Female;1;No;No;32;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;744;227695;Yes
3008;Female;0;No;No;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;200;21195;No
3009;Male;0;No;No;1;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;250;250;No
3010;Male;1;No;Yes;38;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;8045;316265;No
3011;Female;0;Yes;Yes;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1975;21065;No
3012;Male;0;Yes;Yes;54;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Credit card (automatic);6565;35667;No
3013;Female;0;No;No;29;Yes;Yes;DSL;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);710;20801;No
3014;Male;1;Yes;No;44;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;892;40402;No
3015;Male;0;Yes;Yes;59;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;8675;51860;No
3016;Female;0;No;No;3;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;553;19615;Yes
3017;Female;0;Yes;Yes;18;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Mailed check;615;108745;No
3018;Male;1;No;No;67;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);251;167215;No
3019;Female;0;Yes;Yes;22;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;5515;120605;Yes
3020;Male;0;No;Yes;33;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;No;Credit card (automatic);3405;111395;No
3021;Male;0;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1995;10705;No
3022;Female;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1995;3815;No
3023;Male;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);897;63393;No
3024;Male;0;No;Yes;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;204;1841;No
3025;Male;0;Yes;Yes;67;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;263;16889;No
3026;Female;0;Yes;No;16;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8495;137825;Yes
3027;Female;0;No;No;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;207;1376;No
3028;Male;0;No;No;5;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;4325;2190;Yes
3029;Male;0;Yes;Yes;23;Yes;Yes;DSL;No;No;No;No;No;No;One year;Yes;Credit card (automatic);4835;106715;Yes
3030;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;7955;7955;Yes
3031;Female;1;Yes;No;50;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7105;344485;Yes
3032;Male;0;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);1945;36905;No
3033;Female;0;Yes;No;68;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);1108;75536;No
3034;Male;0;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;845;845;Yes
3035;Female;1;Yes;No;25;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;693;18131;No
3036;Male;0;No;No;67;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;No;One year;Yes;Bank transfer (automatic);4935;332135;No
3037;Male;0;No;No;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);2035;7075;No
3038;Female;1;Yes;No;67;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;1056;711215;No
3039;Male;1;Yes;No;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);6445;46411;No
3040;Male;0;Yes;No;71;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1086;76909;Yes
3041;Male;0;No;Yes;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;499;499;No
3042;Male;0;No;No;46;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);303;13801;Yes
3043;Female;1;No;No;2;No;No phone service;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;304;7865;Yes
3044;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;454;454;Yes
3045;Female;0;Yes;No;48;Yes;No;DSL;No;Yes;Yes;No;No;Yes;One year;Yes;Electronic check;6565;309465;No
3046;Female;0;Yes;No;61;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1033;651835;No
3047;Female;0;Yes;No;32;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);8415;258595;Yes
3048;Female;0;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;4445;827;No
3049;Female;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;1975;5885;Yes
3050;Female;0;No;No;5;Yes;No;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);854;4259;Yes
3051;Female;0;Yes;Yes;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);899;63427;No
3052;Male;0;Yes;No;37;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;5505;203075;No
3053;Male;0;Yes;Yes;65;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1041;670005;No
3054;Female;0;No;Yes;67;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1066;72447;No
3055;Male;0;No;Yes;49;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);752;36783;Yes
3056;Male;0;Yes;Yes;50;Yes;Yes;DSL;Yes;No;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);705;348665;No
3057;Male;0;Yes;Yes;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;196;41115;No
3058;Female;0;No;Yes;17;Yes;Yes;DSL;No;No;Yes;No;No;No;One year;Yes;Mailed check;5585;9375;Yes
3059;Female;0;Yes;Yes;64;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;2405;155915;No
3060;Male;0;Yes;No;25;No;No phone service;DSL;No;No;Yes;No;Yes;No;One year;Yes;Credit card (automatic);381;9704;No
3061;Male;1;No;No;23;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1064;24835;Yes
3062;Male;1;Yes;No;24;No;No phone service;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Mailed check;3425;8282;No
3063;Female;0;No;No;37;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10005;381055;No
3064;Female;0;No;No;21;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;6865;14932;No
3065;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;458;458;No
3066;Female;0;No;No;10;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7575;7773;No
3067;Male;0;No;No;6;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;844;55635;Yes
3068;Male;0;Yes;No;51;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;One year;Yes;Credit card (automatic);964;491105;No
3069;Female;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2055;18735;No
3070;Female;0;No;No;6;No;No phone service;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;No;Credit card (automatic);5095;3076;No
3071;Male;0;Yes;Yes;47;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;905;431835;No
3072;Female;0;Yes;Yes;61;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Electronic check;794;482055;No
3073;Female;0;No;No;52;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);5875;303855;No
3074;Female;0;Yes;Yes;35;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);5945;21369;No
3075;Male;0;Yes;No;71;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);1057;747215;No
3076;Female;0;No;No;6;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;5625;3891;Yes
3077;Male;0;Yes;No;45;Yes;No;DSL;Yes;No;Yes;No;No;No;Two year;No;Credit card (automatic);533;229625;No
3078;Female;1;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8555;18745;Yes
3079;Female;0;No;No;4;Yes;No;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);6865;26125;Yes
3080;Male;0;No;No;2;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;243;3845;No
3081;Male;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;7785;2992;Yes
3082;Male;0;No;No;51;Yes;Yes;DSL;Yes;No;No;Yes;No;No;One year;No;Credit card (automatic);599;30436;No
